strategy_a,strategy_b,metric,n,mean,std,se,ci95_low,ci95_high
sgd_wd,adam_momentum_wd,final_test_accuracy,10,8.00000000000023e-05,0.000590291829898083,0.00018666666666666208,-0.00034226933705565224,0.0005022693370556568
sgd_wd,adam_momentum_wd,best_test_loss,10,0.00047389434814454345,0.0009051338700381377,0.0002862284616683352,-0.0001735994166151924,0.0011213881129042793
sgd_wd,adam_momentum_wd,best_test_accuracy,10,0.00012000000000002009,0.0005593647190240598,0.00017688665548561467,-0.0002801454147101815,0.0005201454147102216
sgd_wd,adam_momentum_wd,calibrated_iid_noise_std,10,-1.675111052956528e-05,0.0,0.0,-1.675111052956528e-05,-1.675111052956528e-05
sgd_wd,adam_momentum_wd,sensitivity_squared,10,-0.06177520751953125,0.0,0.0,-0.06177520751953125,-0.06177520751953125
sgd_wd,adam_momentum_wd,mean_marginal_correlated_noise_variance,10,-9.712913971705547e-07,0.0,0.0,-9.712913971705547e-07,-9.712913971705547e-07
momentum,momentum_wd,final_train_loss,10,0.00011269767761230564,6.192483998061985e-05,1.9582353808021583e-05,6.839931568104093e-05,0.00015699603954357036
momentum,momentum_wd,final_test_loss,10,3.6391868591323376e-05,9.145508501017988e-05,2.8920637223649184e-05,-2.9031158056843018e-05,0.00010181489523948977
momentum,momentum_wd,final_test_accuracy,10,-9.999999999987797e-06,0.00012866839377078827,4.06885187191112e-05,-0.00010204382406407403,8.204382406409843e-05
momentum,momentum_wd,best_test_loss,10,3.6391868591323376e-05,9.145508501017988e-05,2.8920637223649184e-05,-2.9031158056843018e-05,0.00010181489523948977
momentum,momentum_wd,best_test_accuracy,10,-9.999999999987797e-06,0.00012866839377078827,4.06885187191112e-05,-0.00010204382406407403,8.204382406409843e-05
momentum,momentum_wd,calibrated_iid_noise_std,10,8.408575113180369e-05,0.0,0.0,8.408575113180369e-05,8.408575113180369e-05
momentum,momentum_wd,sensitivity_squared,10,0.6456756591796875,0.0,0.0,0.6456756591796875,0.6456756591796875
momentum,momentum_wd,mean_marginal_correlated_noise_variance,10,9.307024788022394e-06,0.0,0.0,9.307024788022394e-06,9.307024788022394e-06
momentum,adam_momentum,final_train_loss,10,-0.05633841131591797,0.00877483467018707,0.0027748463649203536,-0.06261554989598711,-0.05006127273584883
momentum,adam_momentum,final_test_loss,10,-0.09745773746490477,0.012747723247511058,0.004031184044361332,-0.1065769093254146,-0.08833856560439494
momentum,adam_momentum,final_test_accuracy,10,0.006689999999999996,0.004146605037055419,0.0013112716474222026,0.0037236974504096586,0.009656302549590334
momentum,adam_momentum,best_test_loss,10,-0.08472682910919188,0.014887012659855203,0.004707686756090395,-0.09537635642469201,-0.07407730179369175
momentum,adam_momentum,best_test_accuracy,10,0.00655,0.004040970730461247,0.0012778671466331898,0.003659263681139226,0.009440736318860775
momentum,adam_momentum,calibrated_iid_noise_std,10,0.014917210566313868,0.0,0.0,0.014917210566313868,0.014917210566313868
momentum,adam_momentum,sensitivity_squared,10,84.55016326904297,0.0,0.0,84.55016326904297,84.55016326904297
momentum,adam_momentum,mean_marginal_correlated_noise_variance,10,0.0012952531662729998,2.28569887277129e-19,7.228014483236696e-20,0.0012952531662729996,0.001295253166273
momentum,adam_momentum_wd,final_train_loss,10,-0.05271177743530273,0.008716328346002934,0.0027563450407257473,-0.05894706311232379,-0.046476491758281675
momentum,adam_momentum_wd,final_test_loss,10,-0.09298329738616942,0.012738259992963546,0.004028191500516524,-0.10209569964218572,-0.08387089513015313
momentum,adam_momentum_wd,final_test_accuracy,10,0.005890000000000018,0.004070612839473788,0.0012872408045462532,0.002978058993749587,0.008801941006250449
momentum,adam_momentum_wd,best_test_loss,10,-0.08109251987457274,0.014706022298957724,0.004650452578593204,-0.09161257448549073,-0.07057246526365474
momentum,adam_momentum_wd,best_test_accuracy,10,0.005800000000000027,0.004001110956832979,0.0012652623794647856,0.0029377776454746624,0.008662222354525392
momentum,adam_momentum_wd,calibrated_iid_noise_std,10,0.014753625440456091,1.828559098217032e-18,5.782411586589357e-19,0.01475362544045609,0.014753625440456093
momentum,adam_momentum_wd,sensitivity_squared,10,83.95014572143555,0.0,0.0,83.95014572143555,83.95014572143555
momentum,adam_momentum_wd,mean_marginal_correlated_noise_variance,10,0.0012880599939846485,2.28569887277129e-19,7.228014483236696e-20,0.0012880599939846483,0.0012880599939846487
momentum_wd,adam_momentum,final_train_loss,10,-0.056451108993530265,0.008750850140243578,0.0027672617905973593,-0.06271109007446787,-0.05019112791259266
momentum_wd,adam_momentum,final_test_loss,10,-0.09749412933349608,0.012700584850341236,0.004016277574330705,-0.10657958041605409,-0.08840867825093807
momentum_wd,adam_momentum,final_test_accuracy,10,0.006699999999999984,0.004098509214065272,0.001296062412763287,0.0037681031295339904,0.009631896870465978
momentum_wd,adam_momentum,best_test_loss,10,-0.08476322097778319,0.014833310573564636,0.004690704665312286,-0.09537433213499033,-0.07415210982057605
momentum_wd,adam_momentum,best_test_accuracy,10,0.006559999999999988,0.003991991983959908,0.0012623787070447662,0.003704300965694733,0.009415699034305242
momentum_wd,adam_momentum,calibrated_iid_noise_std,10,0.014833124815182064,0.0,0.0,0.014833124815182064,0.014833124815182064
momentum_wd,adam_momentum,sensitivity_squared,10,83.90448760986328,0.0,0.0,83.90448760986328,83.90448760986328
momentum_wd,adam_momentum,mean_marginal_correlated_noise_variance,10,0.0012859461414849774,2.28569887277129e-19,7.228014483236696e-20,0.0012859461414849772,0.0012859461414849776
momentum_wd,adam_momentum_wd,final_train_loss,10,-0.052824475112915034,0.008691981350839621,0.00274864584483603,-0.05904234399880638,-0.046606606227023686
momentum_wd,adam_momentum_wd,final_test_loss,10,-0.09301968925476074,0.012690446520372697,0.004013071552893612,-0.10209788781296074,-0.08394149069656075
momentum_wd,adam_momentum_wd,final_test_accuracy,10,0.005900000000000005,0.004022437072223764,0.0012720062892926309,0.0030225218615523145,0.008777478138447696
momentum_wd,adam_momentum_wd,best_test_loss,10,-0.08112891174316406,0.014652924891883485,0.004633661704172831,-0.09161098275724236,-0.07064684072908575
momentum_wd,adam_momentum_wd,best_test_accuracy,10,0.005810000000000015,0.0039523410783989955,0.0012498399897586945,0.002982665514815749,0.008637334485184282
momentum_wd,adam_momentum_wd,calibrated_iid_noise_std,10,0.014669539689324291,1.828559098217032e-18,5.782411586589357e-19,0.01466953968932429,0.014669539689324293
momentum_wd,adam_momentum_wd,sensitivity_squared,10,83.30447006225586,0.0,0.0,83.30447006225586,83.30447006225586
momentum_wd,adam_momentum_wd,mean_marginal_correlated_noise_variance,10,0.0012787529691966261,2.28569887277129e-19,7.228014483236696e-20,0.001278752969196626,0.0012787529691966264
adam_momentum,adam_momentum_wd,final_train_loss,10,0.0036266338806152263,0.00023716880540800085,7.499936150305425e-05,0.0034569735377858,0.0037962942234446525
adam_momentum,adam_momentum_wd,final_test_loss,10,0.004474440078735353,0.0003273025663965332,0.00010350215938315346,0.004240301927521671,0.004708578229949035
adam_momentum,adam_momentum_wd,final_test_accuracy,10,-0.0007999999999999785,0.000294392028877596,9.309493362512662e-05,-0.001010595370920282,-0.0005894046290796748
adam_momentum,adam_momentum_wd,best_test_loss,10,0.003634309234619143,0.0005292003636960192,0.00016734784878689028,0.0032557420998070084,0.0040128763694312775
adam_momentum,adam_momentum_wd,best_test_accuracy,10,-0.0007499999999999729,0.0002990726407487748,9.457507306074137e-05,-0.0009639436789464925,-0.0005360563210534533
adam_momentum,adam_momentum_wd,calibrated_iid_noise_std,10,-0.00016358512585777467,0.0,0.0,-0.00016358512585777467,-0.00016358512585777467
adam_momentum,adam_momentum_wd,sensitivity_squared,10,-0.6000175476074219,0.0,0.0,-0.6000175476074219,-0.6000175476074219
adam_momentum,adam_momentum_wd,mean_marginal_correlated_noise_variance,10,-7.193172288351131e-06,0.0,0.0,-7.193172288351131e-06,-7.193172288351131e-06
