seed,stage,branch,start_step,end_step,num_steps,num_coordinate_observations,mean_phi_t,mean_g2,mean_g2_cross,mean_xi2,mean_2gxi,mean_abs_2gxi,rms_2gxi,negative_fraction_g2_cross,R_signed,R_abs,R_noise,rho_fb,mean_g2_cross_minus_g2,mean_private_second_moment,private_v_decomposition_max_abs,private_v_decomposition_rms
1,full,mf,1,488,488,2684488976,0.00025632314282120205,2.663759591859328e-10,4.7684238502388e-10,0.0002563114194046767,2.1046643109413379e-10,2.0463156837501708e-07,5.209445334890151e-07,0.4997892025552812,0.7901104579307269,768.2058433515858,962216.7863345694,8.211355997441515e-07,2.1046643109413379e-10,0.0002563118962470617,1.3969838619232178e-09,1.1274705736091265e-10
1,full,iid,1,488,488,2684488976,0.00025632314282120205,1.0821454588234198e-09,1.0945799496839003e-09,0.00025630984940808497,1.2434521524850556e-11,3.602718702456018e-07,1.0524226652332987e-06,0.4996212243911673,0.011490619327987756,332.92370014407646,236853.41681030777,4.851363126920991e-08,1.2434521524850556e-11,0.0002563109439880346,1.3969838619232178e-09,1.135365349918926e-10
2,early,mf,1,97,97,533597194,0.000255532451418046,6.142391173297579e-10,9.550868136886183e-10,0.00025554115436347103,3.408477170530105e-10,3.066535320563959e-07,7.886820741063429e-07,0.4997242486354002,0.5549104696144329,499.24129448070823,416028.78610917635,1.3338271007737683e-06,3.408477170530105e-10,0.00025554210945028476,9.313225746154785e-10,5.5343414323893826e-11
2,early,iid,1,97,97,533597194,0.000255532451418046,1.3606380741462898e-09,1.3784194633366774e-09,0.00025553966961805853,1.778136828428702e-11,4.371515408998563e-07,1.1764391205748507e-06,0.4996076342985802,0.013068404171655749,321.28421893098937,187808.70128038473,6.958359268000886e-08,1.778136828428702e-11,0.0002555410480375219,9.313225746154785e-10,5.502095516099322e-11
2,late,mf,98,488,391,2150891782,0.00025651929900050163,1.3262590716619512e-10,2.920154212370066e-10,0.0002565218028975675,1.5938952245383807e-10,1.595220124224916e-07,3.6886856770405933e-07,0.49981381018143484,1.2017977924486902,1202.796767471627,1934175.6703395587,6.213488313797815e-07,1.5938952245383807e-10,0.0002565220949129887,9.313225746154785e-10,1.2253250477469573e-10
2,late,iid,98,488,391,2150891782,0.00025651929900050163,1.2645969305825109e-09,1.2745024342163831e-09,0.0002565211794354603,9.905488040771321e-12,3.7915143806617554e-07,1.1390579344444718e-06,0.4986675014276334,0.007832921147617019,299.8199891972905,202848.17496536148,3.861469864816173e-08,9.905488040771321e-12,0.0002565224539378945,9.313225746154785e-10,1.237091186315566e-10
2,full,mf,1,488,488,2684488976,0.00025632314282120205,2.2835640180936235e-10,4.2381444801529833e-10,0.0002563268789061589,1.9545805703605062e-10,1.887674169398865e-07,4.823459472779704e-07,0.49979600798888285,0.8559342128679356,826.6350995382832,1122486.0650946272,7.625343774720081e-07,1.9545805703605062e-10,0.0002563273027206069,9.313225746154785e-10,1.1242172712733187e-10
2,full,iid,1,488,488,2684488976,0.00025632314282120205,1.2836870759220324e-09,1.2951580732013598e-09,0.0002563260842463456,1.1470980630158665e-11,3.90680147031067e-07,1.1465852615294593e-06,0.4988543721007519,0.008935963324176495,304.3421986237986,199679.57071020134,4.4751515101890034e-08,1.1470980630158665e-11,0.0002563273794044188,9.313225746154785e-10,1.1341830609560995e-10
3,early,mf,1,97,97,533597194,0.000255532451418046,6.709083836882957e-10,1.0519584434642504e-09,0.0002555081350176797,3.8105005667424233e-10,3.201547214462387e-07,8.232653825054668e-07,0.4996986309277643,0.5679613877820884,477.1958872926869,380839.08508197876,1.4913421705648464e-06,3.8105005667424233e-10,0.0002555091869761232,1.3969838619232178e-09,5.532895869658998e-11
3,early,iid,1,97,97,533597194,0.000255532451418046,1.3338357508988818e-09,1.3155243141963123e-09,0.0002555054280614077,-1.83114036953195e-11,4.4132501928747984e-07,1.1639908910220301e-06,0.4995121617907101,-0.01372837973714478,330.8690886340898,191556.88988634525,-7.16673764399188e-08,-1.83114036953195e-11,0.0002555067435857219,1.3969838619232178e-09,5.497865529268653e-11
3,late,mf,98,488,391,2150891782,0.00025651929900050163,1.629707101543992e-10,3.3640438608958923e-10,0.00025652317442488196,1.734336782871601e-10,1.7388013298938075e-07,4.0898464948166034e-07,0.49981261686900685,1.064201525064523,1066.941003230862,1574044.6499978479,6.760936070434711e-07,1.734336782871601e-10,0.0002565235108292681,9.022187441587448e-10,1.2274588201730814e-10
3,late,iid,98,488,391,2150891782,0.00025651929900050163,1.2481097557147603e-09,1.2530549415995872e-09,0.0002565247714138397,4.9451796818594566e-12,3.927192820261934e-07,1.131280473620687e-06,0.498682564100646,0.003962135268326207,314.6512397872357,205530.61959437595,1.9277591222882808e-08,4.9451796818594566e-12,0.0002565260244687813,9.022187441587448e-10,1.2377533685283232e-10
3,full,mf,1,488,488,2684488976,0.00025632314282120205,2.6393373132814503e-10,4.786354179857821e-10,0.0002563214145427127,2.1470168792557604e-10,2.029552048752726e-07,5.184016512519823e-07,0.4997899598274075,0.8134681643197792,768.9627386919376,971158.226926408,8.37626806595978e-07,2.1470168792557604e-10,0.0002563218931781307,1.3969838619232178e-09,1.126066629415183e-10
3,full,iid,1,488,488,2684488976,0.00025632314282120205,1.2651495539378338e-09,1.2654720095132806e-09,0.0002563221560343604,3.22457166313639e-13,4.023806683260803e-07,1.1378572213934626e-06,0.49884746364149896,0.0002548767181792665,318.0498835680358,202602.25776197514,1.2580151919072165e-09,3.22457166313639e-13,0.00025632342150636993,1.3969838619232178e-09,1.1347210149705774e-10
4,early,mf,1,97,97,533597194,0.000255532451418046,6.254675930963473e-10,9.570191205947392e-10,0.00025551763426790916,3.315515129946729e-10,3.1181059365660556e-07,7.954497849988363e-07,0.4997544893898915,0.5300858376264437,498.5239796565673,408522.5790883607,1.2975680286983346e-06,3.315515129946729e-10,0.00025551859128702985,9.313225746154785e-10,5.534697132497125e-11
4,early,iid,1,97,97,533597194,0.000255532451418046,1.3451786259916802e-09,1.3954148732843209e-09,0.0002555186746548381,5.023629493941414e-11,4.4067547071218666e-07,1.171323599790805e-06,0.49954296633140327,0.03734544540683539,327.59624796098433,189951.4828125276,1.9660517966944978e-07,5.023629493941414e-11,0.00025552007006971145,6.984919309616089e-10,5.500664907457902e-11
4,late,mf,98,488,391,2150891782,0.00025651929900050163,1.4251495066118897e-10,3.225588316151357e-10,0.0002565191101605583,1.8004388270031637e-10,1.637372817973054e-07,3.8239929723547005e-07,0.4997955675015365,1.2633332984715921,1148.913016056608,1799945.2616757338,7.018731765739584e-07,1.8004388270031637e-10,0.00025651943271938986,1.0186340659856796e-09,1.2251949973748927e-10
4,late,iid,98,488,391,2150891782,0.00025651929900050163,1.2303666717873959e-09,1.2684319768691583e-09,0.0002565181659608412,3.8065280015895484e-11,3.8349679196953193e-07,1.1241410852402107e-06,0.4986289653479291,0.030938159240445583,311.6930917938578,208489.20231900338,1.4839214163766615e-07,3.8065280015895484e-11,0.00025651943439281813,9.022187441587448e-10,1.237371711168277e-10
4,full,mf,1,488,488,2684488976,0.00025632314282120205,2.3851168491571836e-10,4.486708152852618e-10,0.00025632004630484726,2.1015912888587496e-10,1.9316988681851873e-07,4.928826236336648e-07,0.49978740238508235,0.8811271823438659,809.8969527919696,1074664.5238593735,8.199090625784599e-07,2.1015912888587496e-10,0.00025632049497566255,1.0186340659856796e-09,1.1241071810412867e-10
4,full,iid,1,488,488,2684488976,0.00025632314282120205,1.253187900389477e-09,1.2936724296402048e-09,0.0002563194965823939,4.048451863798833e-11,3.9486222606387105e-07,1.1336759571595384e-06,0.49881064177292295,0.03230522623575138,315.0862100896063,204533.97012749052,1.5794552961356405e-07,4.048451863798833e-11,0.0002563207902548236,9.022187441587448e-10,1.1344144305045367e-10
5,early,mf,1,97,97,533597194,0.000255532451418046,6.563544311434506e-10,1.000491398562876e-09,0.0002555283750815451,3.4413698219587134e-10,3.204978064934377e-07,8.122875511181789e-07,0.4997939012714268,0.5243157749332813,488.29990518246495,389314.6186830537,1.3467662136780273e-06,3.4413698219587134e-10,0.0002555293755729437,1.3969838619232178e-09,5.532778891441195e-11
5,early,iid,1,97,97,533597194,0.000255532451418046,1.1560101055102236e-09,1.1533027083994552e-09,0.00025553469901385995,-2.7073507445692032e-12,4.0805282224871764e-07,1.0843481956444482e-06,0.4998008488994284,-0.0023419784409014896,352.9837847469482,221048.84533087676,-1.0594845846834899e-08,-2.7073507445692032e-12,0.00025553585231656833,1.3969838619232178e-09,5.50495000809001e-11
5,late,mf,98,488,391,2150891782,0.00025651929900050163,1.5782117503311986e-10,3.485138481056352e-10,0.00025650867870758717,1.906926773796541e-10,1.7195014063703e-07,4.023725254151359e-07,0.49980842053432906,1.2082832189003545,1089.5251578309774,1625312.1842094858,7.434160837771824e-07,1.906926773796541e-10,0.00025650902722143526,9.022187441587448e-10,1.2285501013006283e-10
5,late,iid,98,488,391,2150891782,0.00025651929900050163,1.119287985044288e-09,1.1135306908930632e-09,0.0002565137400200157,-5.757322604322144e-12,3.6009070307183877e-07,1.0727214285250587e-06,0.49868384011261296,-0.0051437366265432985,321.7140788459289,229175.8184198377,-2.2444499869180135e-08,-5.757322604322144e-12,0.00025651485355070657,9.604264050722122e-10,1.237355361350271e-10
5,full,mf,1,488,488,2684488976,0.00025632314282120205,2.569148755304602e-10,4.78107746454718e-10,0.00025631382327372224,2.2119287731238578e-10,2.0147703323553727e-07,5.107572331917493e-07,0.49980553453330134,0.8609578439383164,784.2170789820609,997660.5003680817,8.629767777923155e-07,2.2119287731238578e-10,0.00025631430138146866,1.3969838619232178e-09,1.127018603743159e-10
5,full,iid,1,488,488,2684488976,0.00025632314282120205,1.1265872589893614e-09,1.1214361943728175e-09,0.0002563191355577265,-5.151078197772892e-12,3.696241570885544e-07,1.0750424999503265e-06,0.49890586849851687,-0.004572285152943966,328.0919024595902,227518.22685059087,-2.0096346636643507e-08,-5.151078197772892e-12,0.0002563202569939209,1.3969838619232178e-09,1.1344414580824895e-10
6,early,mf,1,97,97,533597194,0.000255532451418046,6.043408167942993e-10,9.683636173857314e-10,0.0002555482172930479,3.640228316242044e-10,3.0580404613149383e-07,7.813296475829341e-07,0.4996992398783104,0.6023469233058729,506.01256382717725,422854.47249549144,1.424478071027841e-06,3.640228316242044e-10,0.00025554918565666527,9.313225746154785e-10,5.533009845225335e-11
6,early,iid,1,97,97,533597194,0.000255532451418046,1.162993414630195e-09,1.1346159449405278e-09,0.0002555604307004971,-2.837746865240994e-11,4.1058772140298897e-07,1.0887755278938886e-06,0.4997627980930289,-0.024400369164113728,353.04389194116493,219743.66104365207,-1.1104015036532315e-07,-2.837746865240994e-11,0.000255561565316442,9.313225746154785e-10,5.504771432487164e-11
6,late,mf,98,488,391,2150891782,0.00025651929900050163,1.4362102601965927e-10,3.0314968121287886e-10,0.00025651642568576174,1.5952865302980648e-10,1.649108886867256e-07,3.837840021735498e-07,0.49981665207296994,1.110761129139752,1148.2363916837091,1786064.5672497074,6.219042410376969e-07,1.5952865302980648e-10,0.000256516728835443,9.604264050722122e-10,1.2255010875637415e-10
6,late,iid,98,488,391,2150891782,0.00025651929900050163,1.0459512992863196e-09,1.0604910971395684e-09,0.0002565160998121819,1.4539793163727837e-11,3.4745708117328194e-07,1.0340120451413109e-06,0.4995938207182433,0.013901023091274653,332.1924083945034,245246.6955079171,5.6681795701609767e-08,1.4539793163727837e-11,0.000256517160303279,9.604264050722122e-10,1.2399134283327563e-10
6,full,mf,1,488,488,2684488976,0.00025632314282120205,2.3519852541543814e-10,4.353745824603516e-10,0.00025632397442737395,2.0017606147992246e-10,1.9291629088373896e-07,4.89242108867418e-07,0.49979331399329374,0.8510940326957631,820.2274675956613,1089819.6490586875,7.809494290462469e-07,2.0017606147992246e-10,0.0002563244098019564,9.604264050722122e-10,1.1243579789317782e-10
6,full,iid,1,488,488,2684488976,0.00025632314282120205,1.0692158181149176e-09,1.0752249295918083e-09,0.00025632614099285105,6.009107925684057e-12,3.600055895795967e-07,1.0451259377571328e-06,0.49962740843413306,0.005620107581534311,336.70058325016663,239732.83657995943,2.3443211458684783e-08,6.009107925684057e-12,0.00025632721621778065,9.604264050722122e-10,1.1366753806032399e-10
7,early,mf,1,97,97,533597194,0.000255532451418046,5.991162598960792e-10,9.37060766051486e-10,0.0002555335503126754,3.3794450265913406e-10,3.068247628934654e-07,7.802492310657412e-07,0.49977406152744885,0.5640716590094764,512.1289195968179,426517.46817387233,1.3225054097421617e-06,3.3794450265913406e-10,0.00025553448737344143,9.313225746154785e-10,5.5311289317358106e-11
7,early,iid,1,97,97,533597194,0.000255532451418046,1.392793293641375e-09,1.3182475857616098e-09,0.0002555421443437658,-7.454572424143805e-11,4.385414451190655e-07,1.193086534491416e-06,0.49946712679469707,-0.053522460642054584,314.8647018342004,183474.56547242994,-2.917159689368345e-07,-7.454572424143805e-11,0.0002555434625913516,9.313225746154785e-10,5.49604242190794e-11
7,late,mf,98,488,391,2150891782,0.00025651929900050163,1.4768141615119785e-10,3.1166702207649877e-10,0.00025652056468217194,1.6398560886235194e-10,1.6614552276513142e-07,3.8924369015311444e-07,0.4998275973760259,1.110401112990829,1125.0266085952878,1736986.083743559,6.392688596547005e-07,1.6398560886235194e-10,0.000256520876349194,9.604264050722122e-10,1.226036954250755e-10
7,late,iid,98,488,391,2150891782,0.00025651929900050163,1.2207424970707754e-09,1.1870951961925564e-09,0.0002565195895922001,-3.364731060955754e-11,3.8024299544206393e-07,1.1195857065034631e-06,0.4982017698647726,-0.027562987845754318,311.4850153529297,210134.07021360385,-1.3116858117170723e-07,-3.364731060955754e-11,0.0002565207766873963,8.731149137020111e-10,1.2348647570254615e-10
7,full,mf,1,488,488,2684488976,0.00025632314282120205,2.3741334205950416e-10,4.3597684413710073e-10,0.00025632437535053017,1.9856350373589265e-10,1.9410840451195194e-07,4.923454736917949e-07,0.4998169560290751,0.8363620258802712,817.5968664107409,1079654.4672973193,7.74657125231855e-07,1.9856350373589265e-10,0.00025632481132737436,9.604264050722122e-10,1.1248075713372874e-10
7,full,iid,1,488,488,2684488976,0.00025632314282120205,1.2549411185202595e-09,1.2131644211683724e-09,0.00025632530231945805,-4.1776708401140356e-11,3.918310069557302e-07,1.1345747323255352e-06,0.49845328548404033,-0.03328977573896101,312.23059088043146,204252.8518164257,-1.6298316250135166e-07,-4.1776708401140356e-11,0.00025632651548387924,9.313225746154785e-10,1.1321789672530763e-10
8,early,mf,1,97,97,533597194,0.000255532451418046,6.074167357525561e-10,9.905944513978686e-10,0.0002555572486316939,3.8317766516843605e-10,3.01165930517124e-07,7.829802286947543e-07,0.499723459641958,0.6308315899358616,495.8143442392905,420728.0333082566,1.4993809301831512e-06,3.8317766516843605e-10,0.00025555823922614526,9.313225746154785e-10,5.533321912845652e-11
8,early,iid,1,97,97,533597194,0.000255532451418046,1.2535881988819552e-09,1.2511789270735525e-09,0.00025554288979187683,-2.409256868767417e-12,4.2322175667341636e-07,1.1309576338635393e-06,0.4994900979332088,-0.0019218886001927703,337.6082808141282,203849.15079751814,-9.42799414505174e-09,-2.409256868767417e-12,0.0002555441409708039,9.313225746154785e-10,5.496698005195115e-11
8,late,mf,98,488,391,2150891782,0.00025651929900050163,1.3755025230501326e-10,2.9936918750409756e-10,0.0002565251974760533,1.618189428924831e-10,1.6118841137425445e-07,3.7568894637102403e-07,0.49982465060470666,1.1764350859470254,1171.8510775016575,1864956.2118375252,6.30811103488534e-07,1.618189428924831e-10,0.0002565254968452408,9.313225746154785e-10,1.22452111938136e-10
8,late,iid,98,488,391,2150891782,0.00025651929900050163,1.191034098996136e-09,1.1858406550955022e-09,0.0002565279650195833,-5.193408903364305e-12,3.737510221517741e-07,1.1065679486143696e-06,0.49871105634038104,-0.004360419997833457,313.80379660564773,215382.55305687562,-2.0245000980566937e-08,-5.193408903364305e-12,0.00025652915086023833,9.022187441587448e-10,1.2358113915522118e-10
8,full,mf,1,488,488,2684488976,0.00025632314282120205,2.3094584430175848e-10,4.367643731551135e-10,0.0002563327978082196,2.0581852498421966e-10,1.8901181169568547e-07,4.847113892151633e-07,0.499804536827275,0.8911982183809855,818.4248227853749,1109926.0027094919,8.029348048477466e-07,2.0581852498421966e-10,0.0002563332345725927,9.313225746154785e-10,1.1235052390565753e-10
8,full,iid,1,488,488,2684488976,0.00025632314282120205,1.2034680081947515e-09,1.1988279755501554e-09,0.00025633216113210886,-4.6400016341923836e-12,3.835843443825103e-07,1.1114585176462131e-06,0.4988659068209226,-0.0038555255333729732,318.7324812712732,212994.5784903887,-1.8101519581856175e-08,-4.6400016341923836e-12,0.0002563333599600844,9.313225746154785e-10,1.133012566603891e-10
9,early,mf,1,97,97,533597194,0.000255532451418046,6.982291883847727e-10,1.0282728096834888e-09,0.0002555335293099111,3.300436369984107e-10,3.348131090862489e-07,8.392332857251932e-07,0.49973361086599605,0.47268668008839204,479.5174917576543,365973.7140193779,1.2915864226887175e-06,3.300436369984107e-10,0.00025553455758272085,9.313225746154785e-10,5.529619762308503e-11
9,early,iid,1,97,97,533597194,0.000255532451418046,1.065709518055971e-09,1.1200749706936005e-09,0.00025553528634116013,5.436544365956942e-11,3.7327789237144655e-07,1.040867902835103e-06,0.499795879899841,0.051013379104224287,350.26232387636605,239779.49151406513,2.1275121897250295e-07,5.436544365956942e-11,0.00025553640641613084,9.313225746154785e-10,5.504272987184761e-11
9,late,mf,98,488,391,2150891782,0.00025651929900050163,1.9590057283093576e-10,3.917641069767221e-10,0.00025652811403715,1.9586354305898182e-10,1.8891277304739834e-07,4.483645984376596e-07,0.49979838751770955,0.9998109767040556,964.3298654896344,1309481.1838990212,7.635168714124529e-07,1.9586354305898182e-10,0.000256528505801257,1.0186340659856796e-09,1.2301560277249559e-10
9,late,iid,98,488,391,2150891782,0.00025651929900050163,1.0478638956818725e-09,1.0096178332213808e-09,0.0002565221862344647,-3.824608053755284e-11,3.4527000780801707e-07,1.0369239016902336e-06,0.4994777957801623,-0.03649909181446235,329.4989065190961,244804.87140702474,-1.4909463036696335e-07,-3.824608053755284e-11,0.000256523195852298,9.604264050722122e-10,1.2352222485297972e-10
9,full,mf,1,488,488,2684488976,0.00025632314282120205,2.95748678791432e-10,5.18283254850813e-10,0.00025633041994177665,2.225345863215322e-10,2.179134545961043e-07,5.486969683811027e-07,0.49978551183079106,0.7524449043387559,736.8197061322519,866717.0416086505,8.681551973896783e-07,2.225345863215322e-10,0.00025633093822503155,1.0186340659856796e-09,1.1283905012905405e-10
9,full,iid,1,488,488,2684488976,0.00025632314282120205,1.0514110788177075e-09,1.031573452759916e-09,0.000256326019657312,-1.9837642326239606e-11,3.508371487970594e-07,1.0377090463890147e-06,0.4995410215170657,-0.018867636765390272,333.6821875527217,243792.38988573928,-7.739223022602617e-08,-1.9837642326239606e-11,0.0002563270512307648,9.604264050722122e-10,1.1325708331626174e-10
