algorithm,window_index,start_step,end_step,num_seeds,mean_p_relative_change_mean,mean_p_relative_change_std,C_00_mean,C_00_std,C_10_mean,C_10_std,C_01_mean,C_01_std,C_11_mean,C_11_std,C_BC_mean,C_BC_std,C_real_mean,C_real_std,C_dynamic_clean_p_mean,C_dynamic_clean_p_std,gap_mean,gap_std,E_cross_mean,E_cross_std,E_square_mean,E_square_std,interaction_mean,interaction_std,R_BC_mean,R_BC_std,nonpositive_v_fraction_00_mean,nonpositive_v_fraction_00_std,nonpositive_v_fraction_10_mean,nonpositive_v_fraction_10_std,nonpositive_v_fraction_01_mean,nonpositive_v_fraction_01_std,nonpositive_v_fraction_11_mean,nonpositive_v_fraction_11_std,nonpositive_v_fraction_BC_mean,nonpositive_v_fraction_BC_std
bc,12,193,208,3,0.008636879424254099,0.000866987052523506,1.2704614798227947,0.021197325027673204,1.3168723583221436,0.002645992783091412,6.940766016642253,1.130382291177583,6.940765380859375,1.130382822014669,1.3497151533762615,0.0001416677064677991,1.3497151533762615,0.0001416677064677991,1.2704614798227947,0.021197325027673204,0.0792536735534668,0.021089751944949272,0.023205121358235676,0.009275898364417902,5.647098779678345,1.1339035839563858,-0.04641151428222656,0.018551205976898442,0.9857757998735851,0.004423813984289955,0.0,0.0,0.49841423829396564,0.0003154972230314303,0.0,0.0,0.0,0.0,0.5169466137886047,0.00032575817525116796
bc,13,209,224,3,0.00906597108890613,0.0015591489769950016,1.2815666198730469,0.00590930683211074,1.3152683178583782,0.005978396419220803,7.495834509531657,0.6861294243905937,7.495834191640218,0.6861303509804759,1.3477591276168823,0.0011166679290042756,1.3477591276168823,0.0011166679290042756,1.2815666198730469,0.00590930683211074,0.06619250774383545,0.004892903122538407,0.01685069004694621,0.0015497547296476003,6.197416881720225,0.6917321363500185,-0.03370201587677002,0.003101544004086571,0.9893157886404987,0.00044916428819536156,0.0,0.0,0.49841822187105816,0.0003883190256380945,0.0,0.0,0.0,0.0,0.5162711143493652,0.00022346592150976197
bc,14,225,240,3,0.008911850086102882,0.0013378141871917969,1.288990577061971,0.014890319220829739,1.316617210706075,0.007509275431751556,6.594908237457275,0.4969277531882468,6.5949076016743975,0.49692943682027074,1.3461644252141316,0.0013864318270725838,1.3461644252141316,0.0013864318270725838,1.288990577061971,0.014890319220829739,0.057173848152160645,0.013506576520992093,0.0138129989306132,0.01049330214954425,5.292104025681813,0.4970465665077289,-0.02762726942698161,0.02099185322476292,0.989091539708861,0.003023528666311126,0.0,0.0,0.4983515838781993,0.0005082955207786359,0.0,0.0,0.0,0.0,0.5155852437019348,0.00022095523820698666
bc,15,241,256,3,0.00702123095591863,0.001862376269648889,1.2924562295277913,0.01431187978627963,1.31756858030955,0.008889188104796646,7.250449975331624,0.5846757999071697,7.250447909037272,0.5846774701274715,1.345397710800171,0.0008437892207060192,1.345397710800171,0.0008437892207060192,1.2924562295277913,0.01431187978627963,0.052941481272379555,0.013585258697276066,0.012555142243703207,0.011564438684249117,5.945436537265778,0.5825193911836762,-0.02511441707611084,0.023130392861381337,0.9909865871320248,0.002688826782011092,0.0,0.0,0.49825167655944824,0.0005139161728050169,0.0,0.0,0.0,0.0,0.5151313145955404,0.00019968054478150003
bc,16,257,272,3,0.006782328089078267,0.0007019612938956733,1.2712199290593464,0.014356813025939743,1.3157399495442708,0.006246430015083096,6.847557703653972,0.6797104318553185,6.8475572268168134,0.6797116645605467,1.344368537267049,0.00100596089785258,1.344368537267049,0.00100596089785258,1.2712199290593464,0.014356813025939743,0.07314860820770264,0.014278371495093124,0.022259771823883057,0.004306403873171747,5.554077525933583,0.685818335019733,-0.04452049732208252,0.008611517718173464,0.9868503855060003,0.002462257051831567,0.0,0.0,0.4981808165709178,0.0004377857025210543,0.0,0.0,0.0,0.0,0.5145947933197021,0.0002291008015506104
bc,17,273,288,3,0.006780077237635851,0.0011889137359075215,1.2843281428019206,0.0029883199392569137,1.3190133968989055,0.0037871986428286517,7.990031401316325,0.40493421370120636,7.990029493967692,0.40493507900216374,1.3424818118413289,0.0011140788603331237,1.3424818118413289,0.0011140788603331237,1.2843281428019206,0.0029883199392569137,0.058153669039408364,0.0035661561209083493,0.017341673374176025,0.003130428364770697,6.6883596777915955,0.40367803013948994,-0.034687161445617676,0.0062601593010453566,0.9912901443398021,0.0010076921671660765,0.0,0.0,0.49812111258506775,0.0005011617575205435,0.0,0.0,0.0,0.0,0.514252761999766,0.0002323744263554203
bc,18,289,304,3,0.006946906602631013,0.0007547524112004186,1.2932994763056438,0.0033143584337806675,1.3152129252751668,0.003343212124885462,7.736824989318848,0.5122719939159759,7.736824035644531,0.5122720122065091,1.341929038365682,0.001821933242805956,1.341929038365682,0.001821933242805956,1.2932994763056438,0.0033143584337806675,0.048629562060038246,0.004324487278155012,0.010956247647603353,0.0018045766896358337,6.432568311691284,0.5150630720678453,-0.02191440264383952,0.003608199886847614,0.9924562657926742,9.49985851977212e-05,0.0,0.0,0.4980880717436473,0.0005340934106505193,0.0,0.0,0.0,0.0,0.5138677358627319,0.00030536934182946306
bc,19,305,320,3,0.008800714121510586,0.0010784091635326768,1.2860178550084431,0.0064216302194441055,1.3182663122812908,0.006982670410667561,6.795335292816162,1.2222506307148224,6.795334339141846,1.2222510546131937,1.3394875923792522,0.0014404694166075065,1.3394875923792522,0.0014404694166075065,1.2860178550084431,0.0064216302194441055,0.05346973737080892,0.005298977665528811,0.016123751799265545,0.005986361960412011,5.493192732334137,1.2222747978418236,-0.0322494109471639,0.01197352528932248,0.9897566850937679,0.0036580579158539514,0.0,0.0,0.49801061550776166,0.000599867308398738,0.0,0.0,0.0,0.0,0.5135293006896973,0.00039022789484764264
bc,20,321,336,3,0.00566733768209815,0.0009546069577490751,1.294046401977539,0.021997152406777916,1.319435954093933,0.004832604644538621,6.830402374267578,1.3181534305415914,6.830400149027507,1.3181538174362322,1.3399644295374553,0.0010208843669510992,1.3399644295374553,0.0010208843669510992,1.294046401977539,0.021997152406777916,0.045918027559916176,0.021135581817778894,0.012693663438161215,0.012397129235812598,5.523660083611806,1.3092728359687371,-0.025391777356465656,0.02479495346940556,0.9908908359750624,0.00526410217251086,0.0,0.0,0.49792585770289105,0.0006219531566589833,0.0,0.0,0.0,0.0,0.5132368405659994,0.00042357441984138466
bc,21,337,352,3,0.006026616320014,0.0003013295263761765,1.279852032661438,0.006963428340077352,1.309653878211975,0.006229386485262062,7.788555939992269,0.7618073320213058,7.78855578104655,0.7618094227376134,1.3381009896596272,0.0011396289889502185,1.3381009896596272,0.0011396289889502185,1.279852032661438,0.006963428340077352,0.05824895699818929,0.006782743839054321,0.014900843302408854,0.006493760381998892,6.493802905082703,0.7620858696237106,-0.02980200449625651,0.01299161891637238,0.9909176757002321,0.0019532036202346676,0.0,0.0,0.49788423379262287,0.0006489591778658053,0.0,0.0,0.0,0.0,0.5130326946576437,0.00034708729088064313
bc,22,353,368,3,0.005004039499908686,0.0014482806236860212,1.2726441621780396,0.010444866687513415,1.3088599840799968,0.007251902990905871,7.171312173207601,0.8164358244691376,7.171311696370442,0.81643650361876,1.337562084197998,0.0009869731822495886,1.337562084197998,0.0009869731822495886,1.2726441621780396,0.010444866687513415,0.0649179220199585,0.011424650950592715,0.018107672532399494,0.008848002586475688,5.880559861660004,0.8148770905508841,-0.036216298739115395,0.01769753286659821,0.988676462653006,0.003494163711597791,0.0,0.0,0.4978575110435486,0.0006311437068037721,0.0,0.0,0.0,0.0,0.5127144853274027,0.00032353646241552853
bc,23,369,384,3,0.005656765463451545,0.0006132691022498475,1.2950379053751628,0.01767131533428013,1.307921051979065,0.0028113155668672697,7.439177989959717,0.4819961126363335,7.439177354176839,0.48199559330598774,1.336777687072754,0.0008515251060654846,1.336777687072754,0.0008515251060654846,1.2950379053751628,0.01767131533428013,0.04173978169759115,0.0179837029789169,0.006441255410512288,0.007544038268378162,6.137698193391164,0.48207794129906434,-0.012883782386779785,0.015089211395106796,0.9931783495033213,0.003042150171701922,0.0,0.0,0.4978010654449463,0.0006383240508450803,0.0,0.0,0.0,0.0,0.5124272108078003,0.0002960235084322161
bc,24,385,400,3,0.0037906221114099026,0.0008653140096033527,1.2899754444758098,0.016282392578367985,1.3062212864557903,0.0028702126731987567,7.3046878178914385,1.135288239282176,7.304686705271403,1.135288240250622,1.3363638321558635,0.0010286734222292497,1.3363638321558635,0.0010286734222292497,1.2899754444758098,0.016282392578367985,0.04638838768005371,0.015630609214880534,0.00812236467997233,0.00693762374970903,6.006588896115621,1.136777146119968,-0.016246954600016277,0.013877232105816033,0.9920703344186181,0.003089678343750206,0.0,0.0,0.49775556723276776,0.000628622217476267,0.0,0.0,0.0,0.0,0.5122143626213074,0.00021121088171221074
bc,25,401,416,3,0.004663143850242098,0.001921398560191711,1.2853950659434001,0.021307738324642278,1.3090242544809978,0.0028167920935458345,7.043134053548177,1.0137939430609908,7.043134053548177,1.0137947065512138,1.3354636828104656,0.0007936586131008838,1.3354636828104656,0.0007936586131008838,1.2853950659434001,0.021307738324642278,0.05006861686706543,0.020596020274368285,0.011814594268798828,0.010826154865091902,5.7459243933359785,1.0213992147826527,-0.023629188537597656,0.021650417076424303,0.9914379893505653,0.0026211381957053255,0.0,0.0,0.4977047046025594,0.000598646232122454,0.0,0.0,0.0,0.0,0.511926511923472,0.00019707980233165385
bc,26,417,432,3,0.004661142360419035,0.0006976168493200058,1.2769063313802083,0.029275842944699933,1.3102716207504272,0.0007876256815392971,7.880426088968913,0.668157510558227,7.880426088968913,0.6681575165537941,1.335434913635254,0.0007260269707011646,1.335434913635254,0.0007260269707011646,1.2769063313802083,0.029275842944699933,0.05852858225504557,0.029003908328320463,0.016682644685109455,0.014801265381905676,6.586837112903595,0.6664827067535444,-0.03336528937021891,0.029603471749608177,0.9910448148948298,0.004813305649563218,0.0,0.0,0.4976496199766795,0.0005433445797089604,0.0,0.0,0.0,0.0,0.5117133259773254,0.0002023012991191962
bc,27,433,448,3,0.0043637375347316265,0.00034070128939680746,1.2851260900497437,0.019636427270156014,1.3089556694030762,0.0032875053302735655,7.599659601847331,1.4648805835897758,7.599659442901611,1.4648816822774116,1.3340742985407512,0.000879345135269219,1.3340742985407512,0.000879345135269219,1.2851260900497437,0.019636427270156014,0.048948208491007485,0.018954356483276986,0.011914710203806559,0.011417936880456434,6.302618642648061,1.45738467286743,-0.02382973829905192,0.02283826740979575,0.9915744776621732,0.004678620419845876,0.0,0.0,0.49759828050931293,0.0006210740664871536,0.0,0.0,0.0,0.0,0.5116044084231058,0.0002697623276070974
bc,28,449,464,3,0.003996923488254349,0.0007272900729353748,1.285851001739502,0.01405619446874482,1.3078080018361409,0.002596097321924015,8.482597986857096,0.2816564044106629,8.48259703318278,0.2816564044106629,1.333938995997111,0.00028602406140771134,1.333938995997111,0.00028602406140771134,1.285851001739502,0.01405619446874482,0.04808799425760905,0.01395820091252991,0.010978023211161295,0.008308840384123523,7.185768008232117,0.28092564828930383,-0.021957953770955402,0.016617680768247045,0.9933067781551174,0.0019494425997500695,0.0,0.0,0.49759002526601154,0.0006625885601129535,0.0,0.0,0.0,0.0,0.5114133358001709,0.000262016262643351
bc,29,465,480,3,0.003263282123953104,0.00046395720522042207,1.2842127879460652,0.0051297898823707356,1.3067969878514607,0.0027332116350148087,7.1429816881815595,0.48192185348350214,7.1429816881815595,0.48192166882492427,1.3333295583724976,0.0016174329277825745,1.3333295583724976,0.0016174329277825745,1.2842127879460652,0.0051297898823707356,0.04911677042643229,0.005472914239773773,0.011292099952697754,0.003735614518507703,5.847476800282796,0.4802076684083293,-0.022584199905395508,0.0074703701693414745,0.9915438427986109,0.0014668676857911807,0.0,0.0,0.4975801308949788,0.0006470765018414301,0.0,0.0,0.0,0.0,0.5111930171648661,0.00015135761700052095
bc,30,481,488,3,0.005005333960677187,0.0027271417911943385,1.568247397740682,0.017341526330836427,1.5777926047643025,0.0026538982974570694,5.3505859375,0.44520560057543285,5.350585460662842,0.44520560057543285,1.5999512672424316,0.0018841138484599557,1.5999512672424316,0.0018841138484599557,1.568247397740682,0.017341526330836427,0.03170386950174967,0.015495939800932411,0.004772365093231201,0.009852787667936945,3.7775656978289285,0.4444422326745557,-0.009545683860778809,0.01970557533587389,0.9915364235274607,0.004446558043061745,0.0,0.0,0.49758610129356384,0.0006896879647249849,0.0,0.0,0.0,0.0,0.511035144329071,0.0001599227275394674
