step,index,clean,dp
32,133,1.71704765961067096e-08,7.08544161170721054e-03
32,134,1.69391096704885058e-08,6.99570821598172188e-03
32,135,1.58766670921295372e-08,6.78266026079654694e-03
32,136,1.45299408060850510e-08,6.65034865960478783e-03
32,137,1.33642705790748550e-08,6.57367287203669548e-03
32,138,1.24454482275382361e-08,6.55046338215470314e-03
32,139,1.20547110071811403e-08,6.31099427118897438e-03
32,140,1.16510543435310865e-08,6.21332228183746338e-03
32,141,1.10869180502959352e-08,6.10382761806249619e-03
32,142,1.02657899958558119e-08,5.96376555040478706e-03
32,143,1.00628341215269757e-08,5.89353917166590691e-03
32,144,9.51017664618802883e-09,5.82743342965841293e-03
32,145,8.85796680449857377e-09,5.73140755295753479e-03
32,146,8.55575077451931065e-09,5.51689369603991508e-03
32,147,8.11419109680855399e-09,5.43422345072031021e-03
32,148,7.62666552134305675e-09,5.22887473925948143e-03
32,149,6.87867274251630079e-09,5.12687209993600845e-03
32,150,6.50176801286761474e-09,4.97814733535051346e-03
32,151,5.83934411935160824e-09,4.86779399216175079e-03
32,152,5.61775204133141415e-09,4.68886038288474083e-03
32,153,5.03232078230553270e-09,4.62135532870888710e-03
32,154,4.62132421219507705e-09,4.51915292069315910e-03
32,155,4.38922853618350928e-09,4.47721872478723526e-03
32,156,4.05362898803218741e-09,4.22594323754310608e-03
32,157,3.59705421004719028e-09,4.18636156246066093e-03
32,158,3.49753093153992722e-09,4.14344994351267815e-03
32,159,3.33296146237671564e-09,3.86623898521065712e-03
32,160,2.95341151534955770e-09,3.64174996502697468e-03
32,161,2.67481814475445390e-09,3.61761287786066532e-03
32,162,2.36689334798256823e-09,3.58175113797187805e-03
32,163,2.17224238596713803e-09,3.37708555161952972e-03
32,164,1.84218351684251047e-09,3.26926261186599731e-03
32,165,1.49233503332624196e-09,3.19235352799296379e-03
32,166,1.42775635758596309e-09,3.10793635435402393e-03
32,167,1.37550704160105397e-09,2.91241705417633057e-03
32,168,9.67007696139887685e-10,2.81594810076057911e-03
32,169,8.09652567212992835e-10,2.74138315580785275e-03
32,170,7.27248428145088610e-10,2.52722762525081635e-03
32,171,4.99355001792878284e-10,2.45055649429559708e-03
32,172,4.72885564040126383e-10,2.35282303765416145e-03
32,173,3.56918189448052203e-10,2.32882867567241192e-03
32,174,2.66815736171821527e-10,2.17681704089045525e-03
32,175,2.23483231920340586e-10,2.14171316474676132e-03
32,176,2.02897726397921474e-10,2.06733471713960171e-03
32,177,1.48755369133724002e-10,1.91881461068987846e-03
32,178,9.96441401612813138e-11,1.69035699218511581e-03
32,179,8.81684447673336535e-11,1.60882389172911644e-03
32,180,6.40169861565453857e-11,1.48125819396227598e-03
32,181,3.81030658413994416e-11,1.32926623336970806e-03
32,182,3.49222907536361760e-11,1.26840220764279366e-03
32,183,3.27346205697409687e-11,1.11166085116565228e-03
32,184,2.42011341522463397e-11,1.05648976750671864e-03
32,185,1.90402103805720202e-11,8.59968771692365408e-04
32,186,1.63604824132690396e-11,7.45786877814680338e-04
32,187,1.33147338640671187e-11,6.39242178294807673e-04
32,188,8.38046299023176289e-12,5.32839389052242041e-04
32,189,7.37095280645139184e-12,3.87755862902849913e-04
32,190,6.44223736856464058e-12,2.95524543616920710e-04
32,191,1.47282479181359838e-12,1.69620514498092234e-04
32,192,6.67568376879618119e-13,1.11699278932064772e-04
244,1,2.74046142294537276e-05,2.88171824067831039e-02
244,2,2.31255671678809449e-05,2.85976268351078033e-02
244,3,2.00732192752184346e-05,2.79458928853273392e-02
244,4,1.28390720419702120e-05,2.75388360023498535e-02
244,5,1.22362689580768347e-05,2.74571646004915237e-02
244,6,1.08557505882345140e-05,2.69329044967889786e-02
244,7,9.74002705333987251e-06,2.67506781965494156e-02
244,8,8.88795511855278164e-06,2.65030395239591599e-02
244,9,7.79880247137043625e-06,2.61189192533493042e-02
244,10,7.62447234592400491e-06,2.59255059063434601e-02
244,11,7.03963496562209912e-06,2.57620736956596375e-02
244,12,6.32414685242110863e-06,2.53290291875600815e-02
244,13,5.94154744248953648e-06,2.51762904226779938e-02
244,14,5.43312989975675009e-06,2.48054396361112595e-02
244,15,4.93036031912197359e-06,2.45687086135149002e-02
244,16,4.86673388877534308e-06,2.43973825126886368e-02
244,17,4.56874113297089934e-06,2.41302959620952606e-02
244,18,4.45062232756754383e-06,2.39153802394866943e-02
244,19,4.21029471908695996e-06,2.38016992807388306e-02
244,20,3.85430485039250925e-06,2.37403810024261475e-02
244,21,3.73243642570741940e-06,2.35370788723230362e-02
244,22,3.56297937287308741e-06,2.33536306768655777e-02
244,23,3.22651794704142958e-06,2.31703072786331177e-02
244,24,3.15856959787197411e-06,2.30105575174093246e-02
244,25,3.05390040011843666e-06,2.28209272027015686e-02
244,26,2.91217611447791569e-06,2.26300731301307678e-02
244,27,2.62421667684975546e-06,2.24489681422710419e-02
244,28,2.49335607804823667e-06,2.21567116677761078e-02
244,29,2.35628158407052979e-06,2.19851955771446228e-02
244,30,2.17450360651127994e-06,2.17599105089902878e-02
244,31,2.04027674044482410e-06,2.16504391282796860e-02
244,32,1.90854279935592785e-06,2.15371921658515930e-02
244,33,1.89714910447946750e-06,2.11377944797277451e-02
244,34,1.76910737081925618e-06,2.10163965821266174e-02
244,35,1.73669309333490673e-06,2.09456831216812134e-02
244,36,1.55064867612964008e-06,2.07656584680080414e-02
244,37,1.49044660702202236e-06,2.06661522388458252e-02
244,38,1.43314753131562611e-06,2.02774647623300552e-02
244,39,1.30688215449481504e-06,2.02336646616458893e-02
244,40,1.19367791739932727e-06,2.00804937630891800e-02
244,41,1.17170191060722573e-06,1.98238771408796310e-02
244,42,1.09621419142058585e-06,1.96339320391416550e-02
244,43,1.07420271433511516e-06,1.94361284375190735e-02
244,44,1.01533737506542820e-06,1.93751454353332520e-02
244,45,9.60665943239291664e-07,1.92744899541139603e-02
244,46,8.74907470915786689e-07,1.90631803125143051e-02
244,47,8.16805538761400385e-07,1.88979953527450562e-02
244,48,7.81691710471932311e-07,1.87886673957109451e-02
244,49,7.63436958095553564e-07,1.85759719461202621e-02
244,50,7.18679245892417384e-07,1.85060054063796997e-02
244,51,6.65655647935636807e-07,1.83864589780569077e-02
244,52,6.59540717151685385e-07,1.81626118719577789e-02
244,53,6.07645688432967290e-07,1.80793926119804382e-02
244,54,5.55129304302681703e-07,1.78004689514636993e-02
244,55,5.36583854682248784e-07,1.75965446978807449e-02
244,56,4.93801849188457709e-07,1.74080766737461090e-02
244,57,4.74641552727916860e-07,1.72953661531209946e-02
244,58,4.39891323367191944e-07,1.72000601887702942e-02
244,59,4.10511262316504144e-07,1.70499309897422791e-02
244,60,3.73882926396618132e-07,1.69617459177970886e-02
244,61,3.66429645737298415e-07,1.68972909450531006e-02
244,62,3.60506106744651333e-07,1.67391244322061539e-02
244,63,3.33050309109239606e-07,1.65619365870952606e-02
244,64,3.02952997799366130e-07,1.64864994585514069e-02
244,65,2.91319565803860314e-07,1.63394622504711151e-02
244,66,2.62572939391247928e-07,1.61580462008714676e-02
244,67,2.45311781554846675e-07,1.60269439220428467e-02
244,68,2.27404541419673478e-07,1.58265363425016403e-02
244,69,2.18394589523995819e-07,1.57046932727098465e-02
244,70,2.10661426081060199e-07,1.56041234731674194e-02
244,71,2.01185997639186098e-07,1.53965735808014870e-02
244,72,1.70216338801765232e-07,1.51567980647087097e-02
244,73,1.59337602667619649e-07,1.50236263871192932e-02
244,74,1.52432150457570970e-07,1.49023206904530525e-02
244,75,1.43910227734522778e-07,1.46823786199092865e-02
244,76,1.39817061040048429e-07,1.45899876952171326e-02
244,77,1.31274461523389618e-07,1.43948402255773544e-02
244,78,1.16907187930337386e-07,1.41869122162461281e-02
244,79,1.12760851322946110e-07,1.40519002452492714e-02
244,80,1.07877717425708397e-07,1.39544792473316193e-02
244,81,1.05956793561290397e-07,1.38961803168058395e-02
244,82,9.50571035218672478e-08,1.38289891183376312e-02
244,83,8.93612650543218479e-08,1.36914206668734550e-02
244,84,8.24365571361340699e-08,1.35231176391243935e-02
244,85,7.45470600804765127e-08,1.34903574362397194e-02
244,86,7.01832121308143542e-08,1.32131306454539299e-02
244,87,6.69861819346806442e-08,1.31135461851954460e-02
244,88,6.21016766899629147e-08,1.30118718370795250e-02
244,89,6.08719616934649821e-08,1.28373177722096443e-02
244,90,5.76289203024771268e-08,1.26542290672659874e-02
244,91,5.44560023740814358e-08,1.26364426687359810e-02
244,92,5.27618304602128774e-08,1.24958893284201622e-02
244,93,4.87363429613196786e-08,1.22128808870911598e-02
244,94,4.78120050217967218e-08,1.21267335489392281e-02
244,95,4.53405029077202926e-08,1.20300631970167160e-02
244,96,4.38315304052139254e-08,1.20082302019000053e-02
244,97,4.13966070311744261e-08,1.17633510380983353e-02
244,98,3.86382801309537172e-08,1.16935446858406067e-02
244,99,3.61270622306619771e-08,1.15366047248244286e-02
244,100,3.47636479602897452e-08,1.14054586738348007e-02
244,101,3.18039177216178359e-08,1.13754142075777054e-02
244,102,2.94797644073696574e-08,1.11144464462995529e-02
244,103,2.71638160853626687e-08,1.10130803659558296e-02
244,104,2.62330566158652800e-08,1.09268147498369217e-02
244,105,2.45836844214863959e-08,1.07765048742294312e-02
244,106,2.45138593868432508e-08,1.06495823711156845e-02
244,107,2.34831034617855039e-08,1.05311358347535133e-02
244,108,2.16428759358677780e-08,1.03672202676534653e-02
244,109,2.08886561381405045e-08,1.03624342009425163e-02
244,110,1.92600726478531215e-08,1.02569973096251488e-02
244,111,1.82834671846876518e-08,9.90149192512035370e-03
244,112,1.76131198514895004e-08,9.80660784989595413e-03
244,113,1.70753118311495200e-08,9.72844287753105164e-03
244,114,1.60525157610891256e-08,9.56359691917896271e-03
244,115,1.57150541468809024e-08,9.48253553360700607e-03
244,116,1.48185375081766324e-08,9.38744656741619110e-03
244,117,1.42463703056705526e-08,9.24529321491718292e-03
244,118,1.34476163538010951e-08,9.12154838442802429e-03
244,119,1.22053132045607526e-08,8.96053668111562729e-03
244,120,1.17577148017744548e-08,8.93117766827344894e-03
244,121,1.10805142838898973e-08,8.91018565744161606e-03
244,122,1.08731290637820166e-08,8.76757875084877014e-03
244,123,9.86887105369760320e-09,8.55314545333385468e-03
244,124,9.47211020729810116e-09,8.46073962748050690e-03
244,125,8.83713546784292703e-09,8.38203821331262589e-03
244,126,8.30659718786819212e-09,8.17933212965726852e-03
244,127,8.11107714326908535e-09,7.90474843233823776e-03
244,128,7.87634135690495896e-09,7.84545857459306717e-03
244,129,7.52915774171469820e-09,7.67255341634154320e-03
244,130,6.95078705703622290e-09,7.59235816076397896e-03
244,131,6.60421273224187644e-09,7.45795900002121925e-03
244,132,6.27867091651523879e-09,7.32016656547784805e-03
244,133,6.08019501413537000e-09,7.29572447016835213e-03
244,134,5.61739721405274395e-09,6.98288809508085251e-03
244,135,5.40961986317256560e-09,6.88025308772921562e-03
244,136,5.24267784740573006e-09,6.82798447087407112e-03
244,137,4.74617678491995321e-09,6.68280990794301033e-03
244,138,4.64996485760593714e-09,6.53083156794309616e-03
244,139,4.35420988154078259e-09,6.47848239168524742e-03
244,140,4.22110746356452182e-09,6.37054070830345154e-03
244,141,3.85124820923010702e-09,6.28450931981205940e-03
244,142,3.75569353394666905e-09,6.10473984852433205e-03
244,143,3.56353968555822576e-09,5.97227457910776138e-03
244,144,3.40577810398201564e-09,5.95153309404850006e-03
244,145,3.06727643284432361e-09,5.83690218627452850e-03
244,146,2.79084999554868318e-09,5.63177000731229782e-03
244,147,2.50545562074933059e-09,5.46512193977832794e-03
244,148,2.18596296619466557e-09,5.37748262286186218e-03
244,149,2.17227658083629649e-09,5.19440695643424988e-03
244,150,1.99274463597021168e-09,5.10358950123190880e-03
244,151,1.94069760262038926e-09,5.07938023656606674e-03
244,152,1.83372561579631110e-09,4.81001613661646843e-03
244,153,1.74991543477887035e-09,4.68560168519616127e-03
244,154,1.61772251150438251e-09,4.58602281287312508e-03
244,155,1.52635226680075675e-09,4.38788719475269318e-03
244,156,1.41321954139073114e-09,4.29237773641943932e-03
244,157,1.24335941542597084e-09,4.18027117848396301e-03
244,158,1.13174192239995364e-09,4.09093592315912247e-03
244,159,1.05918229742485437e-09,3.97544866427779198e-03
244,160,8.63642046766699423e-10,3.93422506749629974e-03
244,161,8.27582169460328032e-10,3.63660510629415512e-03
244,162,7.14067194262923977e-10,3.53384343907237053e-03
244,163,6.72438271731579107e-10,3.48932854831218719e-03
244,164,6.54098830654703534e-10,3.38073447346687317e-03
244,165,6.13831541151910187e-10,3.19586414843797684e-03
244,166,4.81952644459937574e-10,3.16671933978796005e-03
244,167,4.06042449663246430e-10,3.00193787552416325e-03
244,168,3.46454087640779562e-10,2.87666916847229004e-03
244,169,3.24066301571335202e-10,2.80814454890787601e-03
244,170,2.46262232828087235e-10,2.70157121121883392e-03
244,171,2.35499120204707424e-10,2.54666572436690331e-03
244,172,1.94772489803263227e-10,2.41625052876770496e-03
244,173,1.35548461344114912e-10,2.20366381108760834e-03
244,174,1.23743210123095082e-10,2.09152349270880222e-03
244,175,1.00494036703313583e-10,1.96752464398741722e-03
244,176,6.46526235326128074e-11,1.84760591946542263e-03
244,177,5.31921347246555598e-11,1.81547855027019978e-03
244,178,4.27064668351295751e-11,1.67875154875218868e-03
244,179,2.77587935276768505e-11,1.64260889869183302e-03
244,180,2.62135625705983699e-11,1.55315129086375237e-03
244,181,2.07126555490377839e-11,1.36699457652866840e-03
244,182,1.54486423653565907e-11,1.27756560686975718e-03
244,183,1.24136716531109137e-11,1.21157546527683735e-03
244,184,1.09528358605004428e-11,1.07918423600494862e-03
244,185,8.98715303565555956e-12,8.90369410626590252e-04
244,186,7.65555500936709876e-12,6.80376717355102301e-04
244,187,5.59061824612072655e-12,6.60278426948934793e-04
244,188,4.52430367475775697e-12,5.38202584721148014e-04
244,189,3.31504116692082906e-12,3.93063470255583525e-04
244,190,1.19559126054297193e-12,2.74710240773856640e-04
244,191,9.85284336757485946e-13,2.57534033153206110e-04
244,192,8.23125408436729822e-14,9.88912797765806317e-05
480,1,1.62436426762724295e-05,2.92492974549531937e-02
480,2,1.00505003501893952e-05,2.84126345068216324e-02
480,3,8.63309378473786637e-06,2.81046126037836075e-02
480,4,7.44529643270652741e-06,2.78164688497781754e-02
480,5,7.13104464011848904e-06,2.73154228925704956e-02
480,6,5.81256927034701221e-06,2.70270220935344696e-02
480,7,4.79895697935717180e-06,2.65839230269193649e-02
480,8,4.58240629086503759e-06,2.64112781733274460e-02
480,9,4.49141953140497208e-06,2.62816697359085083e-02
480,10,4.10092025049380027e-06,2.59502697736024857e-02
480,11,3.81622567147132941e-06,2.56351642310619354e-02
480,12,3.39800863002892584e-06,2.56047062575817108e-02
480,13,3.22129744745325297e-06,2.53072790801525116e-02
480,14,2.70180566985800397e-06,2.50118467956781387e-02
480,15,2.45538899434905034e-06,2.48893965035676956e-02
480,16,2.24167456508439500e-06,2.47486978769302368e-02
480,17,2.09861582334269769e-06,2.43981406092643738e-02
480,18,1.98404427464993205e-06,2.40808296948671341e-02
480,19,1.87269131401990307e-06,2.37599648535251617e-02
480,20,1.77716742655320559e-06,2.36441027373075485e-02
480,21,1.62845242357434472e-06,2.35414393246173859e-02
480,22,1.56211444846121594e-06,2.32602506875991821e-02
480,23,1.44113118949462660e-06,2.29539684951305389e-02
480,24,1.38375173719396116e-06,2.28457599878311157e-02
480,25,1.33211074171413202e-06,2.25855205208063126e-02
480,26,1.25882411339262035e-06,2.23376266658306122e-02
480,27,1.12620671188778942e-06,2.20036767423152924e-02
480,28,1.09342272480716929e-06,2.18003299087285995e-02
480,29,1.00773434041911969e-06,2.16436218470335007e-02
480,30,9.64655896495969500e-07,2.14557312428951263e-02
480,31,9.17593524718540721e-07,2.12029591202735901e-02
480,32,9.12429015897942008e-07,2.10763402283191681e-02
480,33,8.63663274230930256e-07,2.08626613020896912e-02
480,34,8.33272792988282163e-07,2.08322573453187943e-02
480,35,7.72705504914483754e-07,2.06733718514442444e-02
480,36,7.28387647086492507e-07,2.05392912030220032e-02
480,37,6.65660422782821115e-07,2.02860254794359207e-02
480,38,6.36418008070904762e-07,2.02113501727581024e-02
480,39,6.09424773756472860e-07,1.99993457645177841e-02
480,40,6.03722753567126347e-07,1.98952592909336090e-02
480,41,5.71106568258983316e-07,1.97209957987070084e-02
480,42,5.23727351264824392e-07,1.94813739508390427e-02
480,43,5.13152201619959669e-07,1.93844307214021683e-02
480,44,4.78213678434258327e-07,1.93252805620431900e-02
480,45,4.41627804548261338e-07,1.90842654556035995e-02
480,46,3.85630585242324742e-07,1.89086291939020157e-02
480,47,3.77248198901725118e-07,1.87714807689189911e-02
480,48,3.35665362172221649e-07,1.86263769865036011e-02
480,49,3.16594508831258281e-07,1.84285677969455719e-02
480,50,3.11908763706014724e-07,1.82805377990007401e-02
480,51,3.01703238392292405e-07,1.82278603315353394e-02
480,52,2.62921616922540125e-07,1.80485043674707413e-02
480,53,2.56247716379220947e-07,1.79242957383394241e-02
480,54,2.43754925577377435e-07,1.78510025143623352e-02
480,55,2.30954555036078091e-07,1.76266841590404510e-02
480,56,2.13004838656161155e-07,1.74678359180688858e-02
480,57,1.99397192091055331e-07,1.72776561230421066e-02
480,58,1.96236541682992538e-07,1.71688999980688095e-02
480,59,1.83429918365618505e-07,1.69942025095224380e-02
480,60,1.75927766576933209e-07,1.68133210390806198e-02
480,61,1.60814437322187587e-07,1.67700294405221939e-02
480,62,1.55116410383016046e-07,1.67394187301397324e-02
480,63,1.39039613600289158e-07,1.65696758776903152e-02
480,64,1.34487095238000620e-07,1.64955649524927139e-02
480,65,1.28227711115869170e-07,1.62675827741622925e-02
480,66,1.14116858185298042e-07,1.60455983132123947e-02
480,67,1.10297868616271444e-07,1.58857796341180801e-02
480,68,9.72846621039025194e-08,1.57608911395072937e-02
480,69,9.12230788685519656e-08,1.55206294730305672e-02
480,70,8.68968115241841588e-08,1.54070984572172165e-02
480,71,7.93219214756391011e-08,1.53184011578559875e-02
480,72,7.69113270848720276e-08,1.51531556621193886e-02
480,73,6.97168474061982124e-08,1.50262517854571342e-02
480,74,6.63033219439057575e-08,1.48559436202049255e-02
480,75,6.24784206593176350e-08,1.46661251783370972e-02
480,76,5.96540274955259520e-08,1.45853497087955475e-02
480,77,5.26331724870487960e-08,1.45177571102976799e-02
480,78,4.99274932508342317e-08,1.43429320305585861e-02
480,79,4.64508680408926011e-08,1.42100509256124496e-02
480,80,4.30389590633240005e-08,1.40406899154186249e-02
480,81,4.10824299024170614e-08,1.40108503401279449e-02
480,82,4.10209395340643823e-08,1.39212775975465775e-02
480,83,3.63896113242390129e-08,1.37649253010749817e-02
480,84,3.43121442369920260e-08,1.35085657238960266e-02
480,85,3.15817594298550830e-08,1.33493840694427490e-02
480,86,2.95708524333804235e-08,1.32388053461909294e-02
480,87,2.85353074502836535e-08,1.29789095371961594e-02
480,88,2.75159539597780167e-08,1.28451129421591759e-02
480,89,2.48393607904517921e-08,1.27879893407225609e-02
480,90,2.25357403849102411e-08,1.27345742657780647e-02
480,91,2.17912443645218445e-08,1.26097798347473145e-02
480,92,2.06009929115680279e-08,1.24899381771683693e-02
480,93,1.87995254918860155e-08,1.23879583552479744e-02
480,94,1.78879009382626464e-08,1.23595846816897392e-02
480,95,1.77224350750293524e-08,1.21927233412861824e-02
480,96,1.60388555769941377e-08,1.19117423892021179e-02
480,97,1.56983794852294523e-08,1.17801595479249954e-02
480,98,1.50163703693806383e-08,1.16811916232109070e-02
480,99,1.42265728086954368e-08,1.15315634757280350e-02
480,100,1.39057219072924454e-08,1.14494683220982552e-02
480,101,1.32945601194478513e-08,1.12717216834425926e-02
480,102,1.30436932366251312e-08,1.12497601658105850e-02
480,103,1.21826309040784508e-08,1.09931733459234238e-02
480,104,1.19082308458473562e-08,1.09094856306910515e-02
480,105,1.11773337252429883e-08,1.08274454250931740e-02
480,106,1.05356292579017463e-08,1.06265712529420853e-02
480,107,9.91657422844127723e-09,1.04085383936762810e-02
480,108,9.52330392323119668e-09,1.03681748732924461e-02
480,109,9.03694719056602480e-09,1.02006327360868454e-02
480,110,8.82854589434600712e-09,1.01023325696587563e-02
480,111,7.98889843167671643e-09,9.90318041294813156e-03
480,112,7.90764786984254897e-09,9.82423685491085052e-03
480,113,7.31040072921018691e-09,9.74796898663043976e-03
480,114,7.05998859373835330e-09,9.70069132745265961e-03
480,115,6.89656154406748101e-09,9.63080301880836487e-03
